state,city,latitude,longitude,pollutant,average
Louisiana,Marrero,29.900314,-90.109836,PM2.5 - Local Conditions,7.703305999999999
Louisiana,Lafayette,30.22611,-92.042908,PM2.5 - Local Conditions,7.953718999999999
Louisiana,New Orleans,29.996013,-90.11819,PM2.5 - Local Conditions,7.847933999999999
Louisiana,Monroe,32.509959,-92.046196,PM2.5 - Local Conditions,7.25
Louisiana,Alexandria,31.177824,-92.410746,PM2.5 - Local Conditions,7.5243699999999984
Louisiana,Chalmette,29.943164000000003,-89.97625,PM2.5 - Local Conditions,7.783607000000001
Louisiana,Hammond,30.503287,-90.377212,PM2.5 - Local Conditions,7.590178999999999
Louisiana,Gray (Beattieville),29.679301000000002,-90.77973100000001,PM2.5 - Local Conditions,7.475833000000001
Louisiana,,30.500642,-91.21355600000001,PM2.5 - Local Conditions,8.957429
Maine,Lewiston,44.089406,-70.214219,PM2.5 - Local Conditions,5.0600000000000005
Maine,Madawaska (census name for Madawaska Center),47.355332000000004,-68.321106,PM2.5 - Local Conditions,5.471667
Maine,Presque Isle,46.682299,-68.016195,PM2.5 - Local Conditions,4.922414
Maine,Portland,43.677994,-70.25617799999999,PM2.5 - Local Conditions,6.581034
Maine,Portland,43.660246,-70.26896500000001,PM2.5 - Local Conditions,5.508929
Maine,,44.37705,-68.2609,PM2.5 - Local Conditions,3.327928
Maine,Augusta,44.312319,-69.78671700000001,PM2.5 - Local Conditions,5.120513
Maine,Rumford (census name for Rumford Compact),44.551419,-70.546319,PM2.5 - Local Conditions,4.861111
