State Code,County Code,Site Num,state,city,latitude,longitude,pollutant,average
12,71,3002,Florida,Fort Myers Beach,26.449246999999996,-81.939256,Ozone,0.039618
12,73,12,Florida,Tallahassee,30.439721999999996,-84.346389,Ozone,0.036373
12,77,9991,Florida,,30.1103,-84.9903,Ozone,0.036155
12,81,3002,Florida,Palmetto,27.633089000000002,-82.54593,Ozone,0.036799
12,81,4012,Florida,Bradenton,27.480873,-82.618709,Ozone,0.038518000000000004
12,81,4013,Florida,Bradenton,27.449763,-82.522041,Ozone,0.035669
12,83,3,Florida,Ocala,29.170533000000002,-82.100646,Ozone,0.037796
12,83,4,Florida,Ocala,29.192754,-82.173149,Ozone,0.035992
12,85,7,Florida,Stuart,27.172458000000002,-80.240689,Ozone,0.036261
12,86,27,Florida,Miami,25.732878,-80.16175,Ozone,0.03313
12,86,29,Florida,Cutler Ridge,25.587327,-80.32592199999998,Ozone,0.033688
12,91,2,Florida,Fort Walton Beach,30.426533000000003,-86.666217,Ozone,0.038011
12,95,8,Florida,Orlando,28.45445,-81.38118100000001,Ozone,0.034608
12,95,2002,Florida,Winter Park,28.596389000000002,-81.3625,Ozone,0.038042
12,97,2002,Florida,Kissimmee,28.347509000000002,-81.63646399999998,Ozone,0.038247
12,99,21,Florida,Lantana,26.593808000000003,-80.058492,Ozone,0.033727
12,99,22,Florida,,26.687606,-80.219619,Ozone,0.036363
